1,1,1,0,4,0,0
1,1,1,0,4,1,0
1,1,1,0,4,2,0
1,1,1,0,4,2,0
1,1,1,0,4,0,0
1,1,1,0,4,1,0
1,1,1,0,4,2,0
1,1,1,0,4,1,0
1,1,1,0,4,0,0
1,1,1,0,4,2,0
1,1,1,0,4,0,0
1,1,1,0,4,0,0
1,1,1,0,4,2,0
1,1,1,0,4,0,0
1,1,1,0,4,0,0
1,1,1,0,4,0,0
1,1,1,0,4,2,0
1,1,1,0,4,0,0
1,1,1,0,4,2,0
1,1,1,0,4,1,0
1,1,1,0,4,2,0
1,1,1,0,4,0,0
1,1,1,0,4,1,0
1,1,1,0,4,2,0
1,1,1,0,4,0,0
1,1,1,0,4,2,0
1,1,1,0,4,2,0
1,1,1,0,4,0,0
1,1,1,0,4,0,0
1,1,1,0,4,0,0
1,1,1,0,4,2,0
1,1,1,0,4,2,0
1,1,1,0,4,0,0
1,1,1,0,4,1,0
1,2,2,0,4,1,0
1,2,2,0,4,0,0
1,2,2,0,4,2,0
1,2,2,0,4,0,0
1,2,2,0,4,2,0
1,2,2,0,4,0,0
1,2,2,0,4,2,0
1,2,2,0,4,0,0
1,2,2,0,4,2,0
52,2,2,0,4,2,0
52,3,3,0,4,2,0
52,3,3,0,4,1,0
52,3,3,0,4,2,0
52,3,3,0,4,2,0
52,3,3,0,4,2,0
52,3,3,0,4,2,0
53,3,4,1,4,2,0
53,3,5,1,4,0,0
53,3,6,1,4,1,0
53,3,7,1,4,0,0
53,3,8,1,4,0,0
53,3,9,1,4,1,0
53,3,10,1,4,1,0
54,3,5,1,4,0,0
54,3,6,1,4,2,0
54,3,7,1,4,1,0
54,3,8,1,4,1,0
54,3,9,1,4,1,0
54,3,4,1,4,1,1
55,3,7,1,4,2,0
55,3,8,1,4,2,0
57,3,9,1,4,0,0
58,3,6,1,4,2,0
58,3,7,1,4,2,0
58,3,5,1,4,2,1
59,3,6,1,4,1,0
59,3,7,1,4,1,0
59,3,8,1,4,1,1
61,3,6,1,4,0,0
61,3,7,1,4,0,0
61,3,9,1,4,0,1
63,3,6,1,4,2,0
63,3,7,1,4,2,0
63,3,10,1,4,2,1
64,3,6,1,4,2,0
64,3,7,1,4,2,0
64,3,4,1,4,2,2
64,3,3,0,4,0,0
64,3,10,1,4,0,1
64,3,3,0,4,0,0
64,3,5,1,4,0,2
64,3,8,1,4,1,2
71,3,6,1,4,2,0
71,3,7,1,4,2,0
71,3,4,1,4,2,3
72,3,7,1,4,0,0
72,3,5,1,4,0,3
72,3,8,1,4,1,3
87,3,6,1,4,2,0
87,3,7,1,4,2,0
87,3,4,1,4,2,3
88,3,6,1,4,0,0
88,3,7,1,4,0,0
88,3,5,1,4,0,3
88,3,8,1,4,1,3
102,3,6,1,4,2,0
102,3,7,1,4,2,0
102,3,4,1,4,2,3
103,3,6,1,4,0,0
103,3,7,1,4,0,0
103,3,5,1,4,0,3
103,3,8,1,4,1,3
116,3,6,1,4,2,0
116,3,7,1,4,2,0
116,3,4,1,4,2,3
117,3,6,1,4,0,0
117,3,7,1,4,0,0
117,3,5,1,4,0,3
117,3,8,1,4,1,3
130,3,6,1,4,2,0
130,3,7,1,4,2,0
130,3,4,1,4,0,3
130,3,5,1,4,2,3
131,3,6,1,4,1,0
131,3,7,1,4,1,0
131,3,8,1,4,1,3
142,3,6,1,4,0,0
142,3,7,1,4,2,0
142,3,4,1,4,2,3
143,3,6,1,4,0,0
143,3,7,1,4,0,0
143,3,5,1,4,0,3
143,3,8,1,4,1,3
153,3,6,1,4,2,0
153,3,7,1,4,2,0
153,3,4,1,4,2,3
154,3,6,1,4,0,0
154,3,7,1,4,0,0
154,3,8,1,4,1,3
163,3,6,1,4,2,0
163,3,7,1,4,2,0
163,3,4,1,4,2,3
164,3,6,1,4,1,0
164,3,7,1,4,0,0
164,3,5,1,4,1,3
164,3,8,1,4,0,3
171,3,6,1,4,2,0
172,3,7,1,4,2,0
172,3,4,1,4,2,3
173,3,6,1,4,1,0
173,3,7,1,4,1,0
173,3,5,1,4,0,3
173,3,8,1,4,1,3
173,3,3,0,4,1,0
173,3,3,0,4,2,0
173,3,4,1,4,2,2
173,3,3,0,4,2,0
174,3,6,1,4,2,0
174,3,7,1,4,0,0
174,3,7,1,4,1,0
174,3,3,0,4,2,0
174,3,3,0,4,1,0
174,2,2,0,4,1,0
2454,2,2,0,4,2,0
2454,11,11,0,4,2,0
2454,11,11,0,4,0,0
2454,11,11,0,4,2,0
2454,11,11,0,4,0,0
2454,11,11,0,4,1,0
